national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
5,2.0,0,0,0,0,0,6,6,7,1,0,0,0.73,0.88,0,0,0,0,1,0,0
76,8.0,0,0,0,0,4,5,19,50,0,0,0,0.93,0.86,0,0,0,0,1,0,0
2,2.0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0
8,8.0,0,0,0,0,0,1,2,5,0,0,0,0.48,0.39,0,0,0,1,1,0,0
4,12.0,0,0,0,0,0,0,2,3,0,0,0,0.82,0.79,0,0,0,0,1,0,0
14,2.0,0,0,0,0,0,0,2,2,1,0,0,0.97,0.96,0,1,0,0,1,0,0
46,9.0,29,9,37,71,5,33,64,90,13,0,0,0.91,0.74,0,0,0,0,1,0,0
285,2.0,0,0,288,432,0,100,199,479,0,0,0,0.85,0.85,0,1,0,0,1,0,0
0,4.0,0,6,6,6,0,0,0,0,1,0,0,0.69,0.68,0,0,0,0,1,0,0
5,2.0,0,0,5,5,0,0,0,0,0,0,0,0.86,0.89,0,1,0,0,1,0,0
28,8.0,0,0,0,0,0,0,0,0,2,0,0,0.84,0.9,0,0,0,0,1,0,0
100,2.0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.64,0,0,0,0,1,0,0
11,12.0,3,5,5,5,0,0,0,0,1,0,0,0.63,0.63,0,1,0,0,1,0,0
4,9.0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.91,0,1,0,0,1,0,0
25,2.0,0,0,0,0,2,2,2,2,0,0,0,1.0,0.99,0,1,0,0,1,0,0
3,8.0,0,0,0,0,0,0,0,1,2,0,0,0.06,0.5,0,0,0,0,1,0,0
70,8.0,5,0,4,28,5,20,48,73,5,0,0,0.77,0.74,0,0,0,0,1,0,0
296,12.0,0,0,0,0,0,15,40,85,1,0,0,0.1,0.16,0,0,0,0,1,0,0
91,12.0,0,0,0,0,2,4,5,5,2,0,0,0.84,0.69,0,0,0,1,1,0,0
2,8.0,0,0,0,0,0,0,0,0,1,0,0,0.81,0.83,0,0,0,1,1,0,0
44,52.0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.39,0,1,0,0,0,0,0
13,8.0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
534,10.0,0,0,0,0,3,6,8,17,2,0,0,0.83,0.75,0,0,0,0,1,0,0
12,9.0,0,0,6,12,2,6,12,25,1,0,0,0.69,0.68,0,0,0,0,1,0,0
33,8.0,0,23,69,69,14,34,70,101,12,0,0,0.82,0.78,0,0,0,1,1,0,0
535,12.0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.63,0,0,0,0,1,0,0
9,8.0,0,0,0,0,1,1,1,4,0,0,0,0.99,0.99,0,0,0,1,1,0,0
3,4.0,0,1,2,3,0,2,2,4,0,0,0,0.62,0.73,0,0,0,0,1,0,0
59,8.0,0,0,0,0,0,0,0,0,5,0,0,1.0,0.98,0,0,0,1,1,0,0
0,12.0,0,1,1,1,0,0,0,0,0,0,0,0.96,0.86,0,0,0,1,1,0,0
5,2.0,0,8,24,32,3,6,20,36,7,0,0,0.67,0.8,0,0,0,0,1,0,0
1,2.0,0,1,2,3,0,2,3,3,2,0,0,1.0,0.93,0,0,0,0,1,0,0
7,2.0,5,40,89,138,9,19,28,33,0,0,0,0.76,0.85,0,0,0,0,1,0,0
10,2.0,0,0,0,30,0,3,8,10,0,0,0,1.0,0.95,0,1,0,0,1,0,0
4,8.0,0,0,1,2,0,1,1,5,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
7,8.0,0,36,56,76,8,18,34,49,1,0,0,0.95,0.91,0,0,0,0,1,0,0
7,2.0,2,0,8,12,0,6,11,19,2,0,0,0.98,0.95,0,0,0,1,1,0,0
4,8.0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.06,0,0,0,1,1,0,0
56,12.0,2,32,63,94,2,30,58,92,22,0,0,0.98,0.99,0,0,0,0,1,0,0
4072,8.0,0,0,0,0,0,0,0,0,1,0,0,0.99,0.97,0,0,0,0,1,0,0
165,8.0,0,0,0,0,14,28,62,99,22,0,0,0.97,0.93,0,0,0,0,1,0,0
57,8.0,0,0,0,0,2,6,8,17,0,0,0,0.61,0.62,0,0,0,0,1,0,0
19906,2.0,0,0,0,0,2,6,14,28,0,0,0,0.91,0.8,0,0,0,0,1,0,0
2,9.0,1,1,3,4,2,2,5,7,2,0,0,0.69,0.68,0,0,0,0,1,0,0
637,12.0,0,0,0,0,0,2,5,9,1,0,0,0.98,0.98,0,0,0,1,1,0,0
68,2.0,0,0,0,0,0,2,2,2,0,0,0,0.81,0.9,0,1,0,0,1,0,0
1,8.0,0,0,0,1,1,1,1,2,0,0,0,0.99,0.99,0,0,0,0,1,0,0
7,9.0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.74,0,0,0,0,1,0,0
4784,2.0,0,0,0,0,0,140,318,479,22,0,0,1.0,1.0,0,0,0,0,1,0,0
3,52.0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.68,0,1,0,0,1,0,0
233,2.0,0,0,0,0,0,1,1,1,1,0,0,0.94,0.86,0,0,0,0,1,0,0
5,8.0,0,0,25,25,0,4,5,5,0,0,0,0.99,0.98,0,0,0,0,1,0,0
132,8.0,4,0,48,108,17,65,156,263,30,0,0,0.49,0.5,0,0,0,0,1,0,0
3,8.0,0,0,0,2,0,1,1,5,1,0,0,1.0,1.0,0,0,0,1,1,0,0
12,2.0,12,0,0,0,0,1,4,4,0,0,0,0.15,0.34,0,1,0,0,1,0,0
4,13.0,0,0,0,0,0,0,1,1,1,0,0,0.76,0.79,0,0,0,0,1,0,0
2,12.0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.73,0,0,0,1,1,0,0
10,8.0,0,30,30,60,1,7,18,23,2,0,0,1.0,0.99,0,0,0,1,1,0,0
70,13.0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.82,0,0,0,0,1,0,0
2,9.0,0,0,0,0,0,0,0,0,1,0,0,0.69,0.68,0,0,0,0,1,0,0
1,9.0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.69,0,0,0,0,1,0,0
254,8.0,3,0,0,0,18,43,81,145,27,0,0,0.85,0.82,0,0,0,0,1,0,0
124,2.0,59,180,360,540,63,219,478,610,60,0,0,0.97,0.99,0,0,0,0,1,0,0
49,8.0,0,20,60,100,5,40,77,104,20,0,0,0.94,0.94,0,0,0,0,1,0,0
165,2.0,0,79,158,237,35,117,184,272,30,0,0,1.0,0.95,0,0,0,0,1,0,0
6,2.0,0,10,10,10,0,0,0,0,0,0,0,0.99,0.98,0,1,0,0,1,0,0
10,8.0,0,0,0,0,0,0,3,3,0,0,0,0.71,0.72,0,1,0,1,1,0,0
21,8.0,0,5,12,18,3,8,20,25,9,0,0,0.98,0.94,0,0,0,0,1,0,0
3,2.0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.45,0,0,0,0,1,0,0
7,2.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,1,0,0
0,12.0,0,822,1382,1807,0,0,0,0,19,0,0,0.82,0.79,0,0,0,0,1,0,0
0,2.0,0,2,2,2,0,0,0,0,0,0,0,0.5,0.37,0,1,0,0,1,0,0
122,2.0,115,160,416,640,71,207,448,599,61,0,0,0.79,0.91,0,0,0,0,1,0,0
5606,3.0,18,0,0,0,123,435,1015,1699,142,0,0,0.94,0.94,0,0,0,1,1,0,0
104,8.0,0,0,0,0,1,2,4,5,0,0,0,0.94,0.97,0,0,0,0,1,0,0
1,8.0,0,0,0,0,0,0,0,0,1,0,0,0.97,0.97,0,0,0,0,1,0,0
22,12.0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.73,0,0,0,1,1,0,0
38,8.0,0,0,0,0,1,2,10,21,0,0,0,0.98,0.99,0,0,0,0,1,0,0
14,8.0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.16,0,0,0,1,1,0,0
5,8.0,0,0,0,0,0,1,1,2,0,0,0,0.82,0.78,0,0,0,0,1,0,0
86,9.0,2,50,50,100,11,50,97,137,22,0,0,0.86,0.91,0,0,0,1,1,0,0
5,8.0,0,0,0,0,0,0,0,0,5,0,0,0.97,0.97,0,0,0,0,1,0,0
18,8.0,0,0,0,0,1,2,4,5,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
24,8.0,0,0,0,10,0,0,0,0,0,0,0,0.99,0.96,0,0,0,0,1,0,0
4010,12.0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.86,0,0,0,0,1,0,0
-2,13.0,0,0,0,0,0,0,7,9,2,0,0,0.99,0.92,2,0,0,0,0,1,0
16,8.0,0,24,24,48,8,14,25,38,0,0,0,0.9,0.88,0,0,0,0,1,0,0
6,2.0,0,5,5,5,3,3,4,4,1,0,0,1.0,0.98,0,1,0,0,1,0,0
11,2.0,0,0,0,0,1,3,3,3,1,0,0,0.55,0.55,0,1,0,0,1,0,0
368,8.0,0,55,194,536,28,287,531,725,48,0,0,0.99,0.99,0,0,0,0,1,0,0
18,8.0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,1,0,0
47,8.0,1,0,0,0,8,18,46,72,4,0,0,1.0,0.99,0,0,0,0,1,0,0
16,17.0,0,0,0,0,0,3,6,15,0,0,0,0.79,0.83,0,0,0,0,1,0,0
2,8.0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.62,0,0,0,0,1,0,0
155,2.0,1,107,263,450,34,138,304,470,58,0,0,0.99,0.99,0,0,0,0,1,0,0
1,2.0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.87,0,1,0,1,1,0,0
3,8.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,0
15,12.0,15,0,0,0,0,0,0,0,1,0,0,0.63,0.63,0,1,0,0,1,0,0
2273,12.0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.86,0,0,0,0,1,0,0
1,8.0,0,0,0,0,0,0,0,0,2,0,0,0.89,0.9,0,0,0,0,1,0,0
37,8.0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.94,0,0,0,0,1,0,0
1,12.0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.73,0,0,0,0,1,0,0
83,2.0,1,18,66,114,13,37,81,115,13,0,0,0.66,0.6,0,0,0,0,1,0,0
0,8.0,0,72,78,90,0,0,0,0,0,0,0,0.65,0.43,0,0,0,0,1,0,0
45,8.0,0,0,0,0,0,2,5,5,1,0,0,0.98,0.97,0,0,0,0,1,0,0
21,8.0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.97,0,0,0,0,1,0,0
51,8.0,0,0,0,0,2,3,6,7,2,0,0,1.0,0.99,0,1,0,0,1,0,0
20,8.0,0,26,52,78,9,31,64,97,8,0,0,0.58,0.47,0,0,0,0,1,0,0
297,8.0,16,166,326,606,100,313,598,875,72,0,0,0.71,0.72,0,0,0,0,1,0,0
-1,8.0,0,163,247,334,88,193,275,342,40,0,0,0.98,0.99,60,0,0,0,1,0,0
144,8.0,13,400,400,600,40,115,303,544,86,0,0,0.0,0.0,0,0,0,0,1,0,0
83,8.0,5,200,200,200,12,35,67,115,21,0,0,0.99,0.99,0,0,0,0,1,0,0
0,12.0,0,0,0,0,1,1,2,2,0,0,0,0.62,0.73,0,0,0,0,1,0,0
0,0.0,0,12,21,24,0,0,0,0,1,0,0,0.0,0.0,0,1,0,0,1,0,0
769,8.0,275,1071,2415,3696,360,1091,2031,3171,349,0,0,0.99,0.97,0,0,0,0,1,0,0
43,12.0,3,88,140,179,10,68,128,176,13,0,0,0.69,0.68,0,0,0,0,1,0,0
33,12.0,0,0,0,20,4,15,34,57,3,0,0,0.47,0.39,0,0,0,0,1,0,0
14,8.0,0,0,0,0,0,0,6,14,0,0,0,0.98,0.99,0,1,0,1,1,0,0
19,8.0,0,0,30,30,10,17,27,37,0,0,0,0.42,0.4,0,0,0,1,1,0,0
111,52.0,0,0,0,0,1,9,13,21,2,0,0,0.85,0.82,0,1,0,0,1,0,0
8,9.0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.74,0,1,0,0,1,0,0
594,8.0,128,1148,2072,3052,609,1727,3344,4888,347,0,0,0.93,0.92,0,0,0,0,1,0,0
0,8.0,0,0,0,0,0,0,0,0,0,0,0,-99.0,-99.0,0,0,0,0,1,0,0
2,2.0,5,0,4,4,0,3,4,6,0,0,0,0.89,0.6,0,0,0,0,1,0,0
15,2.0,1,0,0,0,2,4,16,20,0,0,0,0.69,0.68,0,1,0,0,1,0,0
5,14.0,0,0,0,0,0,0,0,1,0,0,0,0.89,0.9,0,0,0,0,1,0,0
1,8.0,0,0,0,0,0,0,0,1,0,0,0,0.79,0.66,0,0,0,0,1,0,0
10,8.0,0,0,3,8,1,6,7,9,0,0,0,0.81,0.9,0,0,0,0,1,0,0
99,8.0,0,0,170,170,4,24,59,100,4,0,0,0.85,0.82,0,0,0,0,1,0,0
59,2.0,0,0,0,0,0,1,1,1,2,0,0,0.82,0.78,0,1,0,1,1,0,0
6,2.0,0,0,0,0,1,1,1,1,0,0,0,0.99,0.97,0,0,0,0,1,0,0
104,8.0,64,72,180,252,37,109,223,362,29,0,0,0.82,0.87,0,0,0,0,1,0,0
750,2.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.33,0,1,0,0,1,0,0
11,2.0,0,0,0,16,2,6,9,11,0,0,0,0.9,0.92,0,1,0,0,1,0,0
17,2.0,0,0,0,0,2,5,13,13,1,0,0,0.66,0.32,0,1,0,0,1,0,0
0,2.0,0,14,22,30,0,0,0,0,0,0,0,0.33,0.64,0,1,0,0,1,0,0
3,12.0,0,0,0,0,1,1,1,2,0,0,0,0.82,0.79,0,0,0,0,1,0,0
82,2.0,0,280,560,880,76,216,394,569,42,0,0,0.55,0.55,0,0,0,0,1,0,0
0,8.0,0,175,304,363,0,0,0,0,30,0,0,0.72,0.9,0,1,0,0,1,0,0
1780,8.0,0,0,0,0,2,2,2,2,0,0,0,0.97,0.99,0,0,0,0,1,0,0
10,2.0,0,0,0,0,0,1,1,2,0,0,0,0.56,0.56,0,1,0,1,1,0,0
12,8.0,0,0,0,0,0,0,0,0,1,0,0,0.93,0.95,0,0,0,0,1,0,0
14,12.0,0,0,0,0,0,0,0,0,1,0,0,0.63,0.63,0,1,0,0,1,0,0
99,10.0,0,0,0,128,5,26,61,77,5,0,0,0.85,0.88,0,0,0,0,1,0,0
25,2.0,0,0,0,0,0,0,0,0,1,0,0,0.8,0.68,0,1,0,0,1,0,0
124,4.0,0,0,0,0,0,0,0,2,0,0,0,0.97,0.91,0,0,0,1,1,0,0
6,8.0,0,0,0,0,0,2,6,12,2,0,0,0.84,0.89,0,0,0,0,1,0,0
91,8.0,0,72,144,234,33,93,169,263,26,0,0,0.99,0.93,0,0,0,0,1,0,0
4,2.0,0,0,0,0,0,0,1,1,0,0,0,0.89,0.88,0,0,0,0,1,0,0
47,8.0,0,0,0,0,4,13,28,54,0,0,0,0.99,0.97,0,0,0,0,1,0,0
3,8.0,0,0,0,0,0,0,1,1,1,0,0,0.77,0.78,0,0,0,0,1,0,0
6,2.0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.83,0,1,0,0,1,0,0
2,8.0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.54,0,0,0,0,1,0,0
372,52.0,0,0,0,0,0,1,1,2,0,0,0,0.0,0.48,0,1,0,0,1,0,0
7,8.0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.97,0,0,0,0,1,0,0
95,2.0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.6,0,0,0,0,1,0,0
2,8.0,0,0,0,0,0,0,1,1,1,0,0,1.0,0.99,0,1,0,1,1,0,0
73,8.0,1,0,0,0,2,6,15,22,0,0,0,0.97,0.97,0,0,0,0,1,0,0
27,8.0,0,0,0,100,3,7,18,34,1,0,0,0.97,0.96,0,0,0,0,1,0,0
6,4.0,0,0,0,0,1,1,1,2,1,0,0,0.67,0.62,0,0,0,0,1,0,0
68,4.0,13,22,46,49,1,18,70,93,2,0,0,0.77,0.8,0,0,0,0,1,0,0
3,9.0,1,3,6,7,0,2,4,8,0,0,0,0.85,0.83,0,0,0,0,1,0,0
83,8.0,17,78,158,232,21,87,190,296,22,0,0,0.77,0.73,0,0,0,0,1,0,0
45,8.0,0,0,0,0,1,3,4,4,0,0,0,0.91,0.92,0,0,0,0,1,0,0
0,2.0,0,1,1,1,0,0,0,0,1,0,0,0.09,0.06,0,1,0,0,0,0,0
11,2.0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.88,0,1,0,0,1,0,0
3,2.0,0,0,1,3,3,4,6,7,0,0,0,0.79,0.89,0,0,0,0,1,0,0
3,8.0,0,0,0,0,0,0,1,1,0,0,0,0.74,0.76,0,0,0,0,1,0,0
6898,52.0,0,0,0,0,0,4,4,4,0,0,0,-99.0,-99.0,0,1,0,0,0,0,0
3,8.0,0,10,10,10,4,8,8,11,0,0,0,0.42,0.4,0,0,0,1,1,0,0
63,2.0,161,257,438,688,166,303,455,589,122,0,0,0.87,0.95,0,0,0,0,1,0,0
5,12.0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.73,0,0,0,0,1,0,0
117,2.0,0,0,0,0,0,0,0,0,1,0,0,0.88,0.74,0,0,0,0,1,0,0
12,12.0,0,0,0,0,1,1,1,1,0,0,0,1.0,1.0,0,0,0,0,1,0,0
40,52.0,0,0,0,0,0,0,0,0,2,0,0,1.0,0.99,0,1,0,0,0,0,0
38,8.0,1,33,62,91,13,33,67,100,24,0,0,0.92,0.97,0,0,0,0,1,0,0
10,2.0,0,12,24,39,1,10,27,37,9,0,0,0.99,0.98,0,0,0,0,1,0,0
11,8.0,0,0,0,0,0,0,0,0,1,0,0,0.74,0.76,0,0,0,0,1,0,0
51,8.0,0,0,0,0,0,0,2,2,0,0,0,0.74,0.76,0,0,0,0,1,0,0
406,8.0,0,0,0,0,4,20,72,97,15,0,0,0.98,0.83,0,0,0,1,1,0,0
57,8.0,0,0,0,0,0,5,11,19,0,0,0,0.9,0.95,0,0,0,0,1,0,0
4,2.0,0,1,1,1,0,0,0,0,0,0,0,0.56,0.56,0,1,0,0,1,0,0
3,8.0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.45,0,0,0,1,1,0,0
2,9.0,0,0,0,0,0,0,0,0,1,0,0,0.67,0.8,0,0,0,1,1,0,0
6,2.0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.75,0,0,0,0,1,0,0
11,2.0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.78,0,1,0,0,1,0,0
8,8.0,0,5,10,15,1,2,6,8,0,0,0,0.0,0.09,0,0,0,0,1,0,0
312,8.0,0,624,1352,1560,196,439,951,1705,108,0,0,0.99,0.99,0,0,0,0,1,0,0
45,4.0,0,0,0,0,0,0,0,1,0,0,0,0.77,0.8,0,0,0,0,1,0,0
651,8.0,0,0,0,0,12,53,76,121,19,0,0,0.93,0.96,0,0,0,0,1,0,0
5,2.0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.85,0,0,0,0,1,0,0
187,8.0,0,200,500,700,106,332,638,1029,50,0,0,0.97,0.91,0,0,0,0,1,0,0
10,8.0,0,0,0,0,1,1,2,8,1,0,0,0.92,0.79,0,0,0,1,1,0,0
6,8.0,0,0,0,0,0,0,2,2,0,0,0,1.0,0.96,0,0,0,0,1,0,0
0,8.0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.87,0,0,0,1,1,0,0
27,8.0,0,0,0,0,0,2,3,4,2,0,0,0.0,0.34,0,0,0,0,1,0,0
51,8.0,1,10,25,35,7,17,54,80,23,0,0,0.78,0.82,0,0,0,0,1,0,0
0,4.0,0,7,7,7,0,0,0,0,0,0,0,0.22,0.11,0,1,0,0,1,0,0
47,8.0,0,0,0,0,1,9,25,33,3,0,0,0.99,0.96,0,0,0,0,1,0,0
17,2.0,0,0,0,0,0,0,0,0,1,0,0,0.34,0.68,0,1,0,0,1,0,0
4,2.0,0,0,7,7,0,4,5,6,0,0,0,0.95,0.97,0,0,0,0,1,0,0
62,8.0,7,31,63,95,13,31,71,109,26,0,0,0.94,0.96,0,0,0,0,1,0,0
157,2.0,115,97,322,569,60,182,378,546,77,0,0,0.95,0.95,0,0,0,0,1,0,0
20,8.0,0,20,35,50,1,7,14,24,0,0,0,0.45,0.57,0,0,0,0,1,0,0
388,8.0,0,32,36,39,4,23,31,62,13,0,0,0.79,0.66,0,0,0,0,1,0,0
38,8.0,0,0,4,24,5,16,27,42,6,0,0,0.94,0.84,0,0,0,0,1,0,0
3,2.0,0,1,1,1,0,1,1,1,0,0,0,0.98,0.95,0,0,0,0,1,0,0
2,8.0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,1,0,0
3,9.0,0,0,0,0,0,0,0,0,1,0,0,0.69,0.68,0,0,0,1,1,0,0
72,12.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.98,0,0,0,0,1,0,0
64,2.0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0,0,0,0,1,0,0
918,8.0,398,960,1760,2240,245,834,1593,2415,232,0,0,1.0,1.0,0,0,0,0,1,0,0
78,8.0,17,32,66,99,20,63,123,176,35,0,0,1.0,1.0,0,0,0,0,1,0,0
13,2.0,0,12,24,36,7,18,34,36,0,0,0,0.98,0.95,0,1,0,0,1,0,0
4,2.0,0,1,2,2,0,0,0,0,0,0,0,0.84,0.9,0,1,0,0,1,0,0
73,2.0,19,84,168,252,25,89,152,200,33,0,0,0.95,0.97,0,0,0,0,1,0,0
0,2.0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.35,0,0,0,0,1,0,0
5,2.0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.89,0,0,0,0,1,0,0
4,2.0,0,0,0,0,0,0,0,0,1,0,0,0.79,0.78,0,1,0,0,1,0,0
7,9.0,0,0,0,1,0,1,3,4,0,0,0,0.85,0.83,0,0,0,0,1,0,0
46,8.0,0,0,0,0,4,13,21,24,0,0,0,0.75,0.89,0,0,0,0,1,0,0
232,2.0,69,270,570,930,85,292,601,875,102,0,0,0.8,0.8,0,0,0,1,1,0,0
5,4.0,0,0,0,0,0,0,1,1,0,0,0,0.77,0.8,0,0,0,0,1,0,0
20,2.0,0,0,0,0,0,1,1,1,1,0,0,0.94,0.86,0,0,0,0,1,0,0
0,2.0,0,44,44,44,0,0,0,0,2,0,0,0.1,0.04,0,1,0,0,1,0,0
165,8.0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.93,0,0,0,0,1,0,0
729,8.0,7,0,0,200,73,210,384,513,194,0,0,-99.0,0.76,0,0,0,0,1,0,0
0,2.0,3,2,2,2,0,0,0,0,0,0,0,0.56,0.56,0,1,0,0,1,0,0
897,8.0,482,1320,3120,4680,663,2002,3888,6186,612,0,0,0.73,0.52,0,0,0,0,1,0,0
19,3.0,2,6,20,34,0,37,43,45,3,0,0,0.89,0.92,0,0,0,0,1,0,0
22,8.0,0,0,0,4,0,5,6,9,0,0,0,0.94,0.91,0,0,0,0,1,0,0
4,3.0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.91,0,1,0,0,1,0,0
3,2.0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.82,0,1,0,0,1,0,0
512,2.0,0,0,0,0,8,11,22,36,4,0,0,-99.0,-99.0,0,0,0,0,1,0,0
76,2.0,0,0,0,0,0,0,1,44,0,0,0,0.99,0.99,0,1,0,0,1,0,0
5,2.0,12,12,36,60,3,19,24,24,0,0,0,0.85,0.87,0,0,0,1,1,0,0
35,4.0,0,0,0,0,0,0,0,1,1,0,0,0.22,0.11,0,1,0,0,1,0,0
12,12.0,0,0,0,0,0,0,0,0,2,0,0,0.82,0.78,0,1,0,0,1,0,0
0,2.0,10,0,0,0,0,0,0,0,0,0,0,0.98,0.95,0,1,0,0,1,0,0
3,12.0,0,0,0,0,0,1,1,3,0,0,0,0.82,0.79,0,0,0,0,1,0,0
17,2.0,0,32,32,32,0,0,0,0,0,0,0,0.8,0.66,0,1,0,1,1,0,0
20,8.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.99,0,0,0,1,1,0,0
23,52.0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.88,0,0,0,0,1,0,0
0,12.0,1,1,1,1,0,0,1,1,0,0,0,0.82,0.79,0,1,0,0,0,0,0
5,8.0,0,0,0,0,0,0,3,4,2,0,0,0.98,0.97,0,0,0,0,1,0,0
107,8.0,8,0,49,49,10,27,63,139,17,0,0,0.0,0.36,0,0,0,1,1,0,0
1,8.0,0,0,0,0,0,0,0,0,1,0,0,0.74,0.76,0,0,0,0,1,0,0
1,8.0,0,0,0,0,0,0,0,0,1,0,0,0.97,0.75,0,0,0,0,1,0,0
45,10.0,0,25,25,25,4,17,22,37,0,0,0,0.85,0.88,0,0,0,0,1,0,0
22,8.0,0,29,80,131,0,0,0,0,0,0,0,0.96,0.96,0,0,0,0,1,0,0
72,8.0,30,60,120,150,25,81,150,215,33,0,0,1.0,0.99,1,0,0,0,1,0,0
7,8.0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0,0,0,0,1,0,0
9,8.0,0,0,0,0,1,2,6,11,0,0,0,0.55,0.66,0,0,0,1,1,0,0
2,8.0,0,1,3,4,0,1,2,3,0,0,0,0.91,0.93,0,0,0,0,1,0,0
1,10.0,0,8,11,14,1,6,9,10,5,0,0,0.83,0.75,0,0,0,0,1,0,0
13,2.0,0,5,15,25,10,31,48,58,4,0,0,0.99,0.99,0,0,0,0,1,0,1
1,8.0,0,3,3,5,2,2,2,6,1,0,0,0.95,0.97,0,0,0,0,1,0,0
83,8.0,0,0,0,0,0,0,1,2,0,0,0,0.73,0.82,0,0,0,0,1,0,0
20,8.0,0,20,20,20,0,0,0,0,0,0,0,0.71,0.78,0,0,0,0,1,0,0
0,9.0,0,3,5,7,0,2,3,4,2,0,0,0.69,0.68,0,0,0,1,1,0,0
2,8.0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0
18,8.0,0,15,30,45,3,15,29,41,3,0,0,0.94,0.97,0,0,0,0,1,0,0
10,8.0,0,0,12,12,1,3,13,17,1,0,0,0.96,0.93,0,0,0,0,1,0,0
7,4.0,0,0,0,0,0,0,0,0,1,0,0,0.22,0.11,0,1,0,0,1,0,0
3,4.0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.8,0,1,0,0,1,0,0
7,2.0,0,5,10,15,1,6,12,16,0,0,0,0.85,0.87,0,0,0,1,1,0,0
14,8.0,0,0,0,0,0,0,1,1,2,0,0,0.74,0.76,0,0,0,1,1,0,0
141,8.0,54,296,648,968,127,422,764,833,42,0,0,0.95,0.91,1,0,0,0,1,0,0
720,2.0,854,0,240,780,0,0,0,0,157,0,0,0.8,0.92,0,0,0,0,1,0,0
5,2.0,0,13,26,26,1,5,10,18,3,0,0,0.06,0.5,0,0,0,1,1,0,1
4,8.0,0,0,0,0,1,1,1,1,0,0,0,0.93,0.97,0,0,0,0,1,0,0
7,4.0,1,0,0,2,1,7,9,9,0,0,0,0.77,0.8,0,0,0,0,1,0,0
12,4.0,0,0,0,0,1,1,1,1,0,0,0,0.77,0.8,0,1,0,0,1,0,0
9,3.0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.9,0,0,0,0,1,0,0
55,4.0,0,0,0,0,0,2,2,2,0,0,0,0.77,0.8,0,0,0,0,1,0,0
